CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,General Knowledge,Social Science,Total,Test Rank,Group Rank,Percentage
1670,,,,,112,test,100,41,141,59,0,44.062
1672,,,,,112,test,5,56,61,136,0,19.062
1673,,,,,112,test,35,52,87,111,0,27.188
1674,,,,,112,test,60,41,101,97,0,31.562
1675,,,,,112,test,70,96,166,38,0,51.875
1676,,,,,112,test,18,-17,1,180,0,0.312
1678,,,,,112,test,85,81,166,38,0,51.875
1679,,,,,112,test,70,61,131,69,0,40.938
1680,,,,,112,test,54,79,133,67,0,41.562
1681,,,,,112,test,30,61,91,107,0,28.438
1682,,,,,112,test,20,11,31,162,0,9.688
1683,,,,,112,test,45,62,107,91,0,33.438
1684,,,,,112,test,105,101,206,13,0,64.375
1685,,,,,112,test,91,71,162,40,0,50.625
1686,,,,,112,test,35,61,96,102,0,30
1687,,,,,112,test,25,81,106,92,0,33.125
1688,,,,,112,test,5,41,46,150,0,14.375
1689,,,,,112,test,65,41,106,92,0,33.125
1690,,,,,112,test,96,51,147,53,0,45.938
1691,,,,,112,test,60,46,106,92,0,33.125
1692,,,,,112,test,27,34,61,136,0,19.062
1696,,,,,112,test,70,71,141,59,0,44.062
1697,,,,,112,test,15,46,61,136,0,19.062
1702,,,,,112,test,10,13,23,167,0,7.188
1704,,,,,112,test,85,57,142,58,0,44.375
1705,,,,,112,test,30,56,86,112,0,26.875
1706,,,,,112,test,35,51,86,112,0,26.875
1707,,,,,112,test,30,21,51,145,0,15.938
1708,,,,,112,test,90,66,156,46,0,48.75
1709,,,,,112,test,80,76,156,46,0,48.75
1712,,,,,112,test,110,61,171,36,0,53.438
1714,,,,,112,test,45,31,76,121,0,23.75
1717,,,,,112,test,85,47,132,68,0,41.25
1718,,,,,112,test,32,84,116,82,0,36.25
1719,,,,,112,test,50,61,111,87,0,34.688
1720,,,,,112,test,19,9,28,163,0,8.75
1721,,,,,112,test,10,46,56,140,0,17.5
1722,,,,,112,test,28,58,86,112,0,26.875
1723,,,,,112,test,94,60,154,48,0,48.125
1724,,,,,112,test,84,78,162,40,0,50.625
1725,,,,,112,test,35,61,96,102,0,30
1726,,,,,112,test,35,3,38,155,0,11.875
1727,,,,,112,test,5,31,36,157,0,11.25
1728,,,,,112,test,51,44,95,103,0,29.688
1729,,,,,112,test,39,55,94,104,0,29.375
1730,,,,,112,test,39,52,91,107,0,28.438
1731,,,,,112,test,17,62,79,118,0,24.688
1732,,,,,112,test,35,31,66,131,0,20.625
1733,,,,,112,test,10,41,51,145,0,15.938
1734,,,,,112,test,30,26,56,140,0,17.5
1735,,,,,112,test,45,41,86,112,0,26.875
1736,,,,,112,test,75,66,141,59,0,44.062
1737,,,,,112,test,25,12,37,156,0,11.562
1738,,,,,112,test,36,62,98,100,0,30.625
1739,,,,,112,test,50,66,116,82,0,36.25
1741,,,,,112,test,21,27,48,148,0,15
1742,,,,,112,test,20,21,41,154,0,12.812
1743,,,,,112,test,10,37,47,149,0,14.688
1744,,,,,112,test,62,45,107,91,0,33.438
1745,,,,,112,test,95,77,172,35,0,53.75
1746,,,,,112,test,50,61,111,87,0,34.688
1747,,,,,112,test,37,63,100,98,0,31.25
1748,,,,,112,test,10,6,16,172,0,5
1749,,,,,112,test,15,56,71,126,0,22.188
1750,,,,,112,test,50,16,66,131,0,20.625
1751,,,,,112,test,26,51,77,120,0,24.062
1752,,,,,112,test,41,34,75,122,0,23.438
1753,,,,,112,test,115,106,221,8,0,69.062
1754,,,,,112,test,60,26,86,112,0,26.875
1755,,,,,112,test,70,86,156,46,0,48.75
1756,,,,,112,test,45,21,66,131,0,20.625
1757,,,,,112,test,50,51,101,97,0,31.562
1758,,,,,112,test,45,41,86,112,0,26.875
1759,,,,,112,test,95,66,161,41,0,50.312
1760,,,,,112,test,65,36,101,97,0,31.562
1761,,,,,112,test,66,27,93,105,0,29.062
1762,,,,,112,test,65,31,96,102,0,30
1764,,,,,112,test,65,26,91,107,0,28.438
1766,,,,,112,test,90,76,166,38,0,51.875
1767,,,,,112,test,55,26,81,117,0,25.312
1768,,,,,112,test,70,51,121,77,0,37.812
1769,,,,,112,test,65,66,131,69,0,40.938
1770,,,,,112,test,45,46,91,107,0,28.438
1771,,,,,112,test,50,62,112,86,0,35
1773,,,,,112,test,35,56,91,107,0,28.438
1774,,,,,112,test,86,58,144,56,0,45
1775,,,,,112,test,40,36,76,121,0,23.75
1776,,,,,112,test,55,61,116,82,0,36.25
1777,,,,,112,test,60,46,106,92,0,33.125
1778,,,,,112,test,90,66,156,46,0,48.75
1779,,,,,112,test,65,73,138,62,0,43.125
1781,,,,,112,test,45,46,91,107,0,28.438
1782,,,,,112,test,40,51,91,107,0,28.438
1783,,,,,112,test,5,66,71,126,0,22.188
1784,,,,,112,test,80,71,151,50,0,47.188
1785,,,,,112,test,70,46,116,82,0,36.25
1786,,,,,112,test,55,86,141,59,0,44.062
1787,,,,,112,test,40,21,61,136,0,19.062
1788,,,,,112,test,20,36,56,140,0,17.5
1791,,,,,112,test,80,76,156,46,0,48.75
1792,,,,,112,test,45,6,51,145,0,15.938
1794,,,,,112,test,30,36,66,131,0,20.625
1795,,,,,112,test,25,31,56,140,0,17.5
1796,,,,,112,test,45,41,86,112,0,26.875
1798,,,,,112,test,50,6,56,140,0,17.5
1799,,,,,112,test,10,1,11,176,0,3.438
18,,,,,112,test,54,36,90,108,0,28.125
1800,,,,,112,test,40,48,88,110,0,27.5
1801,,,,,112,test,83,49,132,68,0,41.25
1802,,,,,112,test,60,51,111,87,0,34.688
1803,,,,,112,test,50,41,91,107,0,28.438
1804,,,,,112,test,90,51,141,59,0,44.062
1805,,,,,112,test,5,41,46,150,0,14.375
1807,,,,,112,test,25,41,66,131,0,20.625
1809,,,,,112,test,30,46,76,121,0,23.75
1810,,,,,112,test,15,61,76,121,0,23.75
1811,,,,,112,test,60,63,123,75,0,38.438
1812,,,,,112,test,6,6,12,175,0,3.75
1814,,,,,112,test,31,82,113,85,0,35.312
1815,,,,,112,test,45,31,76,121,0,23.75
1816,,,,,112,test,31,17,48,148,0,15
1817,,,,,112,test,55,61,116,82,0,36.25
1818,,,,,112,test,38,52,90,108,0,28.125
1819,,,,,112,test,35,71,106,92,0,33.125
1820,,,,,112,test,21,36,57,139,0,17.812
1821,,,,,112,test,45,36,81,117,0,25.312
1822,,,,,112,test,67,57,124,74,0,38.75
1823,,,,,112,test,60,76,136,64,0,42.5
1824,,,,,112,test,73,51,124,74,0,38.75
1825,,,,,112,test,80,61,141,59,0,44.062
1826,,,,,112,test,50,81,131,69,0,40.938
1827,,,,,112,test,35,41,76,121,0,23.75
1828,,,,,112,test,65,76,141,59,0,44.062
1829,,,,,112,test,55,96,151,50,0,47.188
1830,,,,,112,test,80,66,146,54,0,45.625
1831,,,,,112,test,75,46,121,77,0,37.812
1832,,,,,112,test,130,116,246,2,0,76.875
1833,,,,,112,test,65,21,86,112,0,26.875
1834,,,,,112,test,45,51,96,102,0,30
1835,,,,,112,test,85,66,151,50,0,47.188
1836,,,,,112,test,80,56,136,64,0,42.5
1837,,,,,112,test,31,21,52,144,0,16.25
1838,,,,,112,test,20,27,47,149,0,14.688
1839,,,,,112,test,94,91,185,25,0,57.812
1840,,,,,112,test,30,51,81,117,0,25.312
1842,,,,,112,test,35,46,81,117,0,25.312
1843,,,,,112,test,45,21,66,131,0,20.625
1844,,,,,112,test,46,37,83,115,0,25.938
1845,,,,,112,test,40,26,66,131,0,20.625
1847,,,,,112,test,54,36,90,108,0,28.125
1848,,,,,112,test,53,36,89,109,0,27.812
1849,,,,,112,test,90,61,151,50,0,47.188
1850,,,,,112,test,60,61,121,77,0,37.812
1851,,,,,112,test,45,36,81,117,0,25.312
1852,,,,,112,test,30,26,56,140,0,17.5
1853,,,,,112,test,50,71,121,77,0,37.812
1854,,,,,112,test,64,76,140,60,0,43.75
1855,,,,,112,test,50,61,111,87,0,34.688
1856,,,,,112,test,55,26,81,117,0,25.312
1857,,,,,112,test,10,7,17,171,0,5.312
1858,,,,,112,test,55,56,111,87,0,34.688
1859,,,,,112,test,30,46,76,121,0,23.75
1861,,,,,112,test,55,-14,41,154,0,12.812
1862,,,,,112,test,70,77,147,53,0,45.938
1864,,,,,112,test,65,86,151,50,0,47.188
1865,,,,,112,test,55,51,106,92,0,33.125
1866,,,,,112,test,41,47,88,110,0,27.5
1867,,,,,112,test,30,81,111,87,0,34.688
1868,,,,,112,test,60,61,121,77,0,37.812
1869,,,,,112,test,70,91,161,41,0,50.312
1870,,,,,112,test,50,56,106,92,0,33.125
1871,,,,,112,test,50,71,121,77,0,37.812
1874,,,,,112,test,55,81,136,64,0,42.5
1875,,,,,112,test,91,81,172,35,0,53.75
1876,,,,,112,test,25,26,51,145,0,15.938
1877,,,,,112,test,92,66,158,44,0,49.375
1878,,,,,112,test,105,61,166,38,0,51.875
1879,,,,,112,test,55,76,131,69,0,40.938
1880,,,,,112,test,25,21,46,150,0,14.375
1881,,,,,112,test,150,101,251,1,0,78.438
1882,,,,,112,test,41,67,108,90,0,33.75
1883,,,,,112,test,50,26,76,121,0,23.75
1884,,,,,112,test,56,34,90,108,0,28.125
1885,,,,,112,test,60,81,141,59,0,44.062
1886,,,,,112,test,55,86,141,59,0,44.062
1887,,,,,112,test,115,101,216,9,0,67.5
1888,,,,,112,test,12,23,35,158,0,10.938
1889,,,,,112,test,50,64,114,84,0,35.625
1890,,,,,112,test,51,54,105,93,0,32.812
1892,,,,,112,test,52,69,121,77,0,37.812
1893,,,,,112,test,45,52,97,101,0,30.312
1894,,,,,112,test,45,7,52,144,0,16.25
1895,,,,,112,test,62,98,160,42,0,50
1896,,,,,112,test,32,20,52,144,0,16.25
1897,,,,,112,test,120,106,226,6,0,70.625
1898,,,,,112,test,58,33,91,107,0,28.438
1899,,,,,112,test,30,41,71,126,0,22.188
1900,,,,,112,test,32,15,47,149,0,14.688
1901,,,,,112,test,78,99,177,30,0,55.312
1902,,,,,112,test,75,66,141,59,0,44.062
1903,,,,,112,test,70,21,91,107,0,28.438
1904,,,,,112,test,25,41,66,131,0,20.625
1905,,,,,112,test,55,66,121,77,0,37.812
1906,,,,,112,test,-10,31,21,169,0,6.562
1907,,,,,112,test,45,56,101,97,0,31.562
1909,,,,,112,test,30,6,36,157,0,11.25
1910,,,,,112,test,52,46,98,100,0,30.625
1911,,,,,112,test,65,91,156,46,0,48.75
1913,,,,,112,test,75,97,172,35,0,53.75
1914,,,,,112,test,30,51,81,117,0,25.312
1915,,,,,112,test,70,86,156,46,0,48.75
1916,,,,,112,test,25,87,112,86,0,35
1917,,,,,112,test,95,102,197,17,0,61.562
1918,,,,,112,test,75,81,156,46,0,48.75
1919,,,,,112,test,15,1,16,172,0,5
1920,,,,,112,test,70,92,162,40,0,50.625
1921,,,,,112,test,90,96,186,24,0,58.125
1922,,,,,112,test,55,63,118,80,0,36.875
1923,,,,,112,test,100,71,171,36,0,53.438
1924,,,,,112,test,85,73,158,44,0,49.375
1925,,,,,112,test,60,61,121,77,0,37.812
1927,,,,,112,test,40,61,101,97,0,31.562
1928,,,,,112,test,65,47,112,86,0,35
1929,,,,,112,test,45,71,116,82,0,36.25
1930,,,,,112,test,15,42,57,139,0,17.812
1931,,,,,112,test,50,36,86,112,0,26.875
1932,,,,,112,test,90,66,156,46,0,48.75
1933,,,,,112,test,20,31,51,145,0,15.938
1934,,,,,112,test,21,-4,17,171,0,5.312
1935,,,,,112,test,40,51,91,107,0,28.438
1936,,,,,112,test,20,31,51,145,0,15.938
1937,,,,,112,test,70,56,126,73,0,39.375
1938,,,,,112,test,90,86,176,31,0,55
1939,,,,,112,test,70,76,146,54,0,45.625
1940,,,,,112,test,55,11,66,131,0,20.625
1943,,,,,112,test,15,26,41,154,0,12.812
1944,,,,,112,test,5,26,31,162,0,9.688
1945,,,,,112,test,41,14,55,141,0,17.188
1946,,,,,112,test,10,41,51,145,0,15.938
1947,,,,,112,test,25,41,66,131,0,20.625
1948,,,,,112,test,60,41,101,97,0,31.562
1950,,,,,112,test,45,6,51,145,0,15.938
1951,,,,,112,test,41,1,42,153,0,13.125
1952,,,,,112,test,-5,41,36,157,0,11.25
1953,,,,,112,test,60,86,146,54,0,45.625
1954,,,,,112,test,100,66,166,38,0,51.875
1955,,,,,112,test,65,96,161,41,0,50.312
1956,,,,,112,test,45,21,66,131,0,20.625
1957,,,,,112,test,50,-14,36,157,0,11.25
1958,,,,,112,test,70,51,121,77,0,37.812
1959,,,,,112,test,60,86,146,54,0,45.625
1960,,,,,112,test,55,56,111,87,0,34.688
1962,,,,,112,test,50,86,136,64,0,42.5
1963,,,,,112,test,57,50,107,91,0,33.438
1964,,,,,112,test,130,81,211,12,0,65.938
1965,,,,,112,test,60,6,66,131,0,20.625
1966,,,,,112,test,77,83,160,42,0,50
1967,,,,,112,test,35,41,76,121,0,23.75
1969,,,,,112,test,65,41,106,92,0,33.125
1970,,,,,112,test,-10,56,46,150,0,14.375
1971,,,,,112,test,60,81,141,59,0,44.062
1972,,,,,112,test,41,92,133,67,0,41.562
1973,,,,,112,test,70,56,126,73,0,39.375
1975,,,,,112,test,57,71,128,71,0,40
1977,,,,,112,test,41,38,79,118,0,24.688
1978,,,,,112,test,95,52,147,53,0,45.938
1981,,,,,112,test,79,80,159,43,0,49.688
1982,,,,,112,test,41,1,42,153,0,13.125
1983,,,,,112,test,41,44,85,113,0,26.562
1984,,,,,112,test,35,71,106,92,0,33.125
1986,,,,,112,test,130,101,231,5,0,72.188
1987,,,,,112,test,45,46,91,107,0,28.438
1988,,,,,112,test,56,80,136,64,0,42.5
1989,,,,,112,test,25,37,62,135,0,19.375
1990,,,,,112,test,30,6,36,157,0,11.25
1991,,,,,112,test,12,35,47,149,0,14.688
1992,,,,,112,test,25,1,26,165,0,8.125
1993,,,,,112,test,95,11,106,92,0,33.125
1995,,,,,112,test,35,11,46,150,0,14.375
1996,,,,,112,test,67,48,115,83,0,35.938
1997,,,,,112,test,80,87,167,37,0,52.188
1998_1,,,,,112,test,55,61,116,82,0,36.25
1999,,,,,112,test,60,21,81,117,0,25.312
2000,,,,,112,test,50,56,106,92,0,33.125
2001,,,,,112,test,50,26,76,121,0,23.75
2002,,,,,112,test,45,56,101,97,0,31.562
2003,,,,,112,test,45,6,51,145,0,15.938
2006,,,,,112,test,55,36,91,107,0,28.438
2007,,,,,112,test,75,71,146,54,0,45.625
2008,,,,,112,test,55,21,76,121,0,23.75
2009,,,,,112,test,5,36,41,154,0,12.812
2010,,,,,112,test,15,6,21,169,0,6.562
2012,,,,,112,test,15,26,41,154,0,12.812
2013,,,,,112,test,20,36,56,140,0,17.5
2014,,,,,112,test,99,67,166,38,0,51.875
2015,,,,,112,test,55,58,113,85,0,35.312
2016,,,,,112,test,40,31,71,126,0,22.188
2017,,,,,112,test,50,51,101,97,0,31.562
2018,,,,,112,test,48,46,94,104,0,29.375
2019,,,,,112,test,95,106,201,14,0,62.812
2020,,,,,112,test,25,36,61,136,0,19.062
2021,,,,,112,test,50,37,87,111,0,27.188
2022,,,,,112,test,55,26,81,117,0,25.312
2023,,,,,112,test,45,71,116,82,0,36.25
2024,,,,,112,test,45,41,86,112,0,26.875
2025,,,,,112,test,20,71,91,107,0,28.438
2026,,,,,112,test,35,41,76,121,0,23.75
2027,,,,,112,test,0,16,16,172,0,5
2029,,,,,112,test,74,61,135,65,0,42.188
2030,,,,,112,test,75,66,141,59,0,44.062
2031,,,,,112,test,35,31,66,131,0,20.625
2032,,,,,112,test,25,21,46,150,0,14.375
2033,,,,,112,test,35,36,71,126,0,22.188
2034,,,,,112,test,70,61,131,69,0,40.938
2035,,,,,112,test,65,46,111,87,0,34.688
2036,,,,,112,test,40,66,106,92,0,33.125
2038,,,,,112,test,25,11,36,157,0,11.25
2039,,,,,112,test,40,66,106,92,0,33.125
2040,,,,,112,test,55,81,136,64,0,42.5
2041,,,,,112,test,59,55,114,84,0,35.625
2042,,,,,112,test,60,66,126,73,0,39.375
2043,,,,,112,test,60,41,101,97,0,31.562
2044,,,,,112,test,105,76,181,28,0,56.562
2045,,,,,112,test,65,41,106,92,0,33.125
2047,,,,,112,test,60,86,146,54,0,45.625
2048,,,,,112,test,40,11,51,145,0,15.938
2050,,,,,112,test,45,51,96,102,0,30
2051,,,,,112,test,65,51,116,82,0,36.25
2052,,,,,112,test,10,36,46,150,0,14.375
2053,,,,,112,test,35,26,61,136,0,19.062
2054,,,,,112,test,45,31,76,121,0,23.75
2055,,,,,112,test,35,71,106,92,0,33.125
2056,,,,,112,test,60,76,136,64,0,42.5
2057,,,,,112,test,55,26,81,117,0,25.312
2058,,,,,112,test,35,16,51,145,0,15.938
2059,,,,,112,test,75,41,116,82,0,36.25
2060,,,,,112,test,55,47,102,96,0,31.875
2061,,,,,112,test,25,17,42,153,0,13.125
2062,,,,,112,test,40,51,91,107,0,28.438
2063,,,,,112,test,26,32,58,138,0,18.125
2064,,,,,112,test,45,51,96,102,0,30
2065,,,,,112,test,40,47,87,111,0,27.188
2068,,,,,112,test,65,41,106,92,0,33.125
2069,,,,,112,test,25,36,61,136,0,19.062
2071,,,,,112,test,14,42,56,140,0,17.5
2072,,,,,112,test,35,36,71,126,0,22.188
2073,,,,,112,test,10,6,16,172,0,5
2074,,,,,112,test,15,11,26,165,0,8.125
2075,,,,,112,test,52,54,106,92,0,33.125
2076,,,,,112,test,30,21,51,145,0,15.938
2077,,,,,112,test,75,46,121,77,0,37.812
2078,,,,,112,test,55,41,96,102,0,30
2079,,,,,112,test,15,66,81,117,0,25.312
2080,,,,,112,test,90,86,176,31,0,55
2081,,,,,112,test,100,81,181,28,0,56.562
2082,,,,,112,test,65,21,86,112,0,26.875
2083,,,,,112,test,85,66,151,50,0,47.188
2084,,,,,112,test,75,41,116,82,0,36.25
2085,,,,,112,test,75,46,121,77,0,37.812
2086,,,,,112,test,75,76,151,50,0,47.188
2087,,,,,112,test,20,46,66,131,0,20.625
2089,,,,,112,test,80,96,176,31,0,55
2090,,,,,112,test,55,46,101,97,0,31.562
2091,,,,,112,test,100,91,191,20,0,59.688
2092,,,,,112,test,65,51,116,82,0,36.25
2093,,,,,112,test,90,31,121,77,0,37.812
2094,,,,,112,test,25,41,66,131,0,20.625
2095,,,,,112,test,60,51,111,87,0,34.688
2096,,,,,112,test,70,51,121,77,0,37.812
2098,,,,,112,test,40,2,42,153,0,13.125
2099,,,,,112,test,90,86,176,31,0,55
2101,,,,,112,test,40,56,96,102,0,30
2102,,,,,112,test,66,65,131,69,0,40.938
2104,,,,,112,test,82,73,155,47,0,48.438
2105,,,,,112,test,70,56,126,73,0,39.375
2106,,,,,112,test,30,31,61,136,0,19.062
2107,,,,,112,test,40,71,111,87,0,34.688
2108,,,,,112,test,73,63,136,64,0,42.5
2109,,,,,112,test,40,31,71,126,0,22.188
2112,,,,,112,test,57,69,126,73,0,39.375
2114,,,,,112,test,40,41,81,117,0,25.312
2116,,,,,112,test,46,11,57,139,0,17.812
2117,,,,,112,test,20,76,96,102,0,30
2118,,,,,112,test,11,17,28,163,0,8.75
2119,,,,,112,test,72,54,126,73,0,39.375
2120,,,,,112,test,15,46,61,136,0,19.062
2123,,,,,112,test,40,51,91,107,0,28.438
2126,,,,,112,test,15,16,31,162,0,9.688
2128,,,,,112,test,30,26,56,140,0,17.5
2129,,,,,112,test,35,16,51,145,0,15.938
2130,,,,,112,test,40,52,92,106,0,28.75
2132,,,,,112,test,42,44,86,112,0,26.875
2133,,,,,112,test,73,81,154,48,0,48.125
2134,,,,,112,test,72,58,130,70,0,40.625
2135,,,,,112,test,10,56,66,131,0,20.625
2136,,,,,112,test,60,36,96,102,0,30
2138,,,,,112,test,10,56,66,131,0,20.625
2140,,,,,112,test,36,21,57,139,0,17.812
2142,,,,,112,test,55,71,126,73,0,39.375
2147,,,,,112,test,35,46,81,117,0,25.312
2148,,,,,112,test,85,47,132,68,0,41.25
2151,,,,,112,test,6,36,42,153,0,13.125
2153,,,,,112,test,10,-4,6,179,0,1.875
2154,,,,,112,test,45,51,96,102,0,30
2155,,,,,112,test,70,81,151,50,0,47.188
2156,,,,,112,test,50,56,106,92,0,33.125
2157,,,,,112,test,40,36,76,121,0,23.75
2158,,,,,112,test,80,82,162,40,0,50.625
2159,,,,,112,test,67,28,95,103,0,29.688
2162,,,,,112,test,70,61,131,69,0,40.938
2163,,,,,112,test,65,61,126,73,0,39.375
2166,,,,,112,test,40,36,76,121,0,23.75
2167,,,,,112,test,60,31,91,107,0,28.438
2168,,,,,112,test,20,21,41,154,0,12.812
2169,,,,,112,test,25,26,51,145,0,15.938
2171,,,,,112,test,75,61,136,64,0,42.5
2172,,,,,112,test,45,31,76,121,0,23.75
2173,,,,,112,test,20,1,21,169,0,6.562
2174,,,,,112,test,31,37,68,129,0,21.25
2175,,,,,112,test,35,41,76,121,0,23.75
2176,,,,,112,test,20,37,57,139,0,17.812
2178,,,,,112,test,50,31,81,117,0,25.312
2179,,,,,112,test,25,37,62,135,0,19.375
2180,,,,,112,test,50,66,116,82,0,36.25
2181,,,,,112,test,45,66,111,87,0,34.688
2182,,,,,112,test,55,61,116,82,0,36.25
2183,,,,,112,test,65,71,136,64,0,42.5
2184,,,,,112,test,0,1,1,180,0,0.312
2185,,,,,112,test,70,66,136,64,0,42.5
2186,,,,,112,test,60,38,98,100,0,30.625
2187,,,,,112,test,60,31,91,107,0,28.438
2188,,,,,112,test,60,41,101,97,0,31.562
2189,,,,,112,test,60,26,86,112,0,26.875
2190,,,,,112,test,50,57,107,91,0,33.438
2191,,,,,112,test,70,51,121,77,0,37.812
2192,,,,,112,test,75,61,136,64,0,42.5
2193,,,,,112,test,34,62,96,102,0,30
2194,,,,,112,test,15,35,50,146,0,15.625
2195,,,,,112,test,60,71,131,69,0,40.938
2196,,,,,112,test,75,56,131,69,0,40.938
2197,,,,,112,test,25,26,51,145,0,15.938
2198,,,,,112,test,10,41,51,145,0,15.938
2199,,,,,112,test,30,16,46,150,0,14.375
2201,,,,,112,test,55,51,106,92,0,33.125
2203,,,,,112,test,50,61,111,87,0,34.688
2204,,,,,112,test,10,11,21,169,0,6.562
2205,,,,,112,test,76,81,157,45,0,49.062
2206,,,,,112,test,57,73,130,70,0,40.625
2207,,,,,112,test,47,66,113,85,0,35.312
2208,,,,,112,test,40,42,82,116,0,25.625
2209,,,,,112,test,10,16,26,165,0,8.125
2210,,,,,112,test,20,46,66,131,0,20.625
2211,,,,,112,test,35,41,76,121,0,23.75
2212,,,,,112,test,41,33,74,123,0,23.125
2213,,,,,112,test,42,66,108,90,0,33.75
2214,,,,,112,test,55,41,96,102,0,30
2215,,,,,112,test,20,21,41,154,0,12.812
2216,,,,,112,test,60,72,132,68,0,41.25
2217,,,,,112,test,35,31,66,131,0,20.625
2219,,,,,112,test,70,51,121,77,0,37.812
2220,,,,,112,test,35,41,76,121,0,23.75
2221,,,,,112,test,35,41,76,121,0,23.75
2223,,,,,112,test,40,51,91,107,0,28.438
2224,,,,,112,test,80,81,161,41,0,50.312
2228,,,,,112,test,10,16,26,165,0,8.125
2229,,,,,112,test,80,71,151,50,0,47.188
2230,,,,,112,test,45,1,46,150,0,14.375
2233,,,,,112,test,15,16,31,162,0,9.688
2234,,,,,112,test,56,96,152,49,0,47.5
2235,,,,,112,test,10,31,41,154,0,12.812
2236,,,,,112,test,35,36,71,126,0,22.188
2238,,,,,112,test,50,36,86,112,0,26.875
2239,,,,,112,test,75,61,136,64,0,42.5
2240,,,,,112,test,50,31,81,117,0,25.312
2241,,,,,112,test,85,51,136,64,0,42.5
2242,,,,,112,test,105,81,186,24,0,58.125
2243,,,,,112,test,46,46,92,106,0,28.75
2244,,,,,112,test,58,24,82,116,0,25.625
2245,,,,,112,test,5,21,26,165,0,8.125
2246,,,,,112,test,31,11,42,153,0,13.125
2247,,,,,112,test,60,56,116,82,0,36.25
2248,,,,,112,test,50,62,112,86,0,35
2249,,,,,112,test,-15,46,31,162,0,9.688
2250,,,,,112,test,40,31,71,126,0,22.188
2251,,,,,112,test,36,21,57,139,0,17.812
2252,,,,,112,test,20,36,56,140,0,17.5
2253,,,,,112,test,65,56,121,77,0,37.812
2254,,,,,112,test,50,31,81,117,0,25.312
2255,,,,,112,test,15,26,41,154,0,12.812
2256,,,,,112,test,95,96,191,20,0,59.688
2257,,,,,112,test,65,51,116,82,0,36.25
2258,,,,,112,test,45,51,96,102,0,30
2259,,,,,112,test,60,101,161,41,0,50.312
2260,,,,,112,test,65,96,161,41,0,50.312
2262,,,,,112,test,46,56,102,96,0,31.875
2263,,,,,112,test,67,27,94,104,0,29.375
2264,,,,,112,test,45,56,101,97,0,31.562
2265,,,,,112,test,80,58,138,62,0,43.125
2266,,,,,112,test,70,57,127,72,0,39.688
2267,,,,,112,test,20,42,62,135,0,19.375
2268,,,,,112,test,78,61,139,61,0,43.438
2269,,,,,112,test,-5,26,21,169,0,6.562
2270,,,,,112,test,95,117,212,11,0,66.25
2271,,,,,112,test,10,33,43,152,0,13.438
2272,,,,,112,test,61,70,131,69,0,40.938
2273,,,,,112,test,60,52,112,86,0,35
2274,,,,,112,test,59,75,134,66,0,41.875
2275,,,,,112,test,58,69,127,72,0,39.688
2276,,,,,112,test,40,41,81,117,0,25.312
2277,,,,,112,test,34,13,47,149,0,14.688
2278,,,,,112,test,45,31,76,121,0,23.75
2279,,,,,112,test,70,56,126,73,0,39.375
2281,,,,,112,test,45,51,96,102,0,30
2282,,,,,112,test,78,73,151,50,0,47.188
2283,,,,,112,test,53,54,107,91,0,33.438
2284,,,,,112,test,62,85,147,53,0,45.938
2285,,,,,112,test,92,74,166,38,0,51.875
2286,,,,,112,test,62,31,93,105,0,29.062
2287,,,,,112,test,70,58,128,71,0,40
2288,,,,,112,test,40,6,46,150,0,14.375
2289,,,,,112,test,65,44,109,89,0,34.062
2290,,,,,112,test,104,138,242,3,0,75.625
2291,,,,,112,test,75,46,121,77,0,37.812
2292,,,,,112,test,68,30,98,100,0,30.625
2293,,,,,112,test,29,56,85,113,0,26.562
2294,,,,,112,test,76,79,155,47,0,48.438
2295,,,,,112,test,70,46,116,82,0,36.25
2296,,,,,112,test,60,40,100,98,0,31.25
2297,,,,,112,test,64,46,110,88,0,34.375
2298,,,,,112,test,74,43,117,81,0,36.562
2299,,,,,112,test,58,38,96,102,0,30
2300,,,,,112,test,46,56,102,96,0,31.875
2301,,,,,112,test,44,60,104,94,0,32.5
2302,,,,,112,test,36,42,78,119,0,24.375
2303,,,,,112,test,42,33,75,122,0,23.438
2304,,,,,112,test,35,51,86,112,0,26.875
2305,,,,,112,test,72,56,128,71,0,40
2306,,,,,112,test,30,-4,26,165,0,8.125
2307,,,,,112,test,91,57,148,52,0,46.25
2308,,,,,112,test,76,42,118,80,0,36.875
2309,,,,,112,test,65,46,111,87,0,34.688
2310,,,,,112,test,75,51,126,73,0,39.375
2311,,,,,112,test,100,61,161,41,0,50.312
2312,,,,,112,test,115,76,191,20,0,59.688
2313,,,,,112,test,95,71,166,38,0,51.875
2314,,,,,112,test,100,46,146,54,0,45.625
2315,,,,,112,test,100,57,157,45,0,49.062
2316,,,,,112,test,75,71,146,54,0,45.625
2317,,,,,112,test,27,24,51,145,0,15.938
2318,,,,,112,test,38,60,98,100,0,30.625
2319,,,,,112,test,57,17,74,123,0,23.125
2320,,,,,112,test,75,61,136,64,0,42.5
2321,,,,,112,test,25,11,36,157,0,11.25
2322,,,,,112,test,51,31,82,116,0,25.625
2323,,,,,112,test,83,116,199,16,0,62.188
2324,,,,,112,test,35,75,110,88,0,34.375
2325,,,,,112,test,85,56,141,59,0,44.062
2326,,,,,112,test,50,36,86,112,0,26.875
2327,,,,,112,test,44,66,110,88,0,34.375
